100075	1	239007	1	2	3	4	5	0	0	0	0	0
100075	2	239007	1	2	3	4	5	0	0	0	0	0
100075	3	239007	1	2	3	4	5	0	0	0	0	0
100075	4	239007	1	2	3	4	5	0	0	0	0	0
100075	5	239007	1	2	3	4	5	0	0	0	0	0
100075	6	239007	1	2	3	4	5	0	0	0	0	0
100080	1	25098	1	2	3	4	5	6	7	0	0	0
100080	2	25098	1	2	3	4	5	6	7	0	0	0
100080	3	25098	1	2	3	4	5	6	7	0	0	0
100080	4	25098	1	2	3	4	5	6	7	0	0	0
100080	5	25098	1	2	3	4	5	6	7	0	0	0
100098	1	66075	1	2	3	4	5	0	0	0	0	0
100098	2	66075	1	2	3	4	5	0	0	0	0	0
100098	3	66075	1	2	3	4	5	0	0	0	0	0
100098	4	66075	1	2	3	4	5	0	0	0	0	0
100098	5	66075	1	2	3	4	5	0	0	0	0	0
103041	1	2092	1	2	3	4	5	6	7	0	0	0
103041	2	2092	1	2	3	4	5	6	7	0	0	0
103041	3	2092	1	2	3	4	5	6	7	0	0	0
103041	4	2092	1	2	3	4	5	6	7	0	0	0
103041	5	2092	1	2	3	4	5	6	7	0	0	0
103041	6	2092	1	2	3	4	5	6	7	0	0	0
104022	1	253036	1	2	3	4	5	6	0	0	0	0
104022	2	253036	1	2	3	4	5	6	0	0	0	0
104022	3	253036	1	2	3	4	5	6	0	0	0	0
104022	4	253036	1	2	3	4	5	6	0	0	0	0
104022	5	253036	1	2	3	4	5	6	0	0	0	0
104022	6	253036	1	2	3	4	5	6	0	0	0	0
104022	7	253036	1	2	3	4	5	6	0	0	0	0
105019	1	172032	1	2	3	4	5	6	0	0	0	0
105019	2	172032	1	2	3	4	5	6	0	0	0	0
105019	3	172032	1	2	3	4	5	6	0	0	0	0
105019	4	172032	1	2	3	4	5	6	0	0	0	0
105019	5	172032	1	2	3	4	5	6	0	0	0	0
105019	6	172032	1	2	3	4	5	6	0	0	0	0
105053	1	170054	1	2	3	4	5	0	0	0	0	0
105053	2	170054	1	2	3	4	5	0	0	0	0	0
105053	3	170054	1	2	3	4	5	0	0	0	0	0
105053	4	170054	1	2	3	4	5	0	0	0	0	0
105053	5	170054	1	2	3	4	5	0	0	0	0	0
106020	1	80099	1	2	3	4	5	0	0	0	0	0
106020	2	80099	1	2	3	4	5	0	0	0	0	0
