100075	1	100075	2	3	4	5	6	0	0	0	0	0
100075	2	100075	1	3	4	5	6	0	0	0	0	0
100075	3	100075	1	2	4	5	6	0	0	0	0	0
100075	4	100075	1	2	3	5	6	0	0	0	0	0
100075	5	100075	1	2	3	4	6	0	0	0	0	0
100075	6	100075	1	2	3	4	5	0	0	0	0	0
100080	1	100080	2	3	4	5	0	0	0	0	0	0
100080	2	100080	1	3	4	5	0	0	0	0	0	0
100080	3	100080	1	2	4	5	0	0	0	0	0	0
100080	4	100080	1	2	3	5	0	0	0	0	0	0
100080	5	100080	1	2	3	4	0	0	0	0	0	0
100098	1	100098	2	3	4	5	0	0	0	0	0	0
100098	2	100098	1	3	4	5	0	0	0	0	0	0
100098	3	100098	1	2	4	5	0	0	0	0	0	0
100098	4	100098	1	2	3	5	0	0	0	0	0	0
100098	5	100098	1	2	3	4	0	0	0	0	0	0
103041	1	103041	2	3	4	5	6	0	0	0	0	0
103041	2	103041	1	3	4	5	6	0	0	0	0	0
103041	3	103041	1	2	4	5	6	0	0	0	0	0
103041	4	103041	1	2	3	5	6	0	0	0	0	0
103041	5	103041	1	2	3	4	6	0	0	0	0	0
103041	6	103041	1	2	3	4	5	0	0	0	0	0
104022	1	104022	2	3	4	5	6	7	0	0	0	0
104022	2	104022	1	3	4	5	6	7	0	0	0	0
104022	3	104022	1	2	4	5	6	7	0	0	0	0
104022	4	104022	1	2	3	5	6	7	0	0	0	0
104022	5	104022	1	2	3	4	6	7	0	0	0	0
104022	6	104022	1	2	3	4	5	7	0	0	0	0
104022	7	104022	1	2	3	4	5	6	0	0	0	0
105019	1	105019	2	3	4	5	6	0	0	0	0	0
105019	2	105019	1	3	4	5	6	0	0	0	0	0
105019	3	105019	1	2	4	5	6	0	0	0	0	0
105019	4	105019	1	2	3	5	6	0	0	0	0	0
105019	5	105019	1	2	3	4	6	0	0	0	0	0
105019	6	105019	1	2	3	4	5	0	0	0	0	0
105053	1	105053	2	3	4	5	0	0	0	0	0	0
105053	2	105053	1	3	4	5	0	0	0	0	0	0
105053	3	105053	1	2	4	5	0	0	0	0	0	0
105053	4	105053	1	2	3	5	0	0	0	0	0	0
105053	5	105053	1	2	3	4	0	0	0	0	0	0
106020	1	106020	2	3	4	5	0	0	0	0	0	0
106020	2	106020	1	3	4	5	0	0	0	0	0	0
106020	3	106020	1	2	4	5	0	0	0	0	0	0
106020	4	106020	1	2	3	5	0	0	0	0	0	0
106020	5	106020	1	2	3	4	0	0	0	0	0	0
106025	1	106025	2	3	4	5	6	0	0	0	0	0
106025	2	106025	1	3	4	5	6	0	0	0	0	0
106025	3	106025	1	2	4	5	6	0	0	0	0	0
106025	4	106025	1	2	3	5	6	0	0	0	0	0
106025	5	106025	1	2	3	4	6	0	0	0	0	0
106025	6	106025	1	2	3	4	5	0	0	0	0	0
108041	1	108041	2	3	4	5	0	0	0	0	0	0
108041	2	108041	1	3	4	5	0	0	0	0	0	0
108041	3	108041	1	2	4	5	0	0	0	0	0	0
108041	4	108041	1	2	3	5	0	0	0	0	0	0
108041	5	108041	1	2	3	4	0	0	0	0	0	0
108073	1	108073	2	3	4	5	0	0	0	0	0	0
108073	2	108073	1	3	4	5	0	0	0	0	0	0
108073	3	108073	1	2	4	5	0	0	0	0	0	0
108073	4	108073	1	2	3	5	0	0	0	0	0	0
108073	5	108073	1	2	3	4	0	0	0	0	0	0
109034	1	109034	2	3	4	5	0	0	0	0	0	0
109034	2	109034	1	3	4	5	0	0	0	0	0	0
109034	3	109034	1	2	4	5	0	0	0	0	0	0
109034	4	109034	1	2	3	5	0	0	0	0	0	0
109034	5	109034	1	2	3	4	0	0	0	0	0	0
112082	1	112082	2	3	4	5	0	0	0	0	0	0
112082	2	112082	1	3	4	5	0	0	0	0	0	0
112082	3	112082	1	2	4	5	0	0	0	0	0	0
112082	4	112082	1	2	3	5	0	0	0	0	0	0
112082	5	112082	1	2	3	4	0	0	0	0	0	0
113009	1	113009	2	3	4	5	0	0	0	0	0	0
113009	2	113009	1	3	4	5	0	0	0	0	0	0
113009	3	113009	1	2	4	5	0	0	0	0	0	0
113009	4	113009	1	2	3	5	0	0	0	0	0	0
113009	5	113009	1	2	3	4	0	0	0	0	0	0
113016	1	113016	2	3	4	5	6	0	0	0	0	0
113016	2	113016	1	3	4	5	6	0	0	0	0	0
113016	3	113016	1	2	4	5	6	0	0	0	0	0
113016	4	113016	1	2	3	5	6	0	0	0	0	0
113016	5	113016	1	2	3	4	6	0	0	0	0	0
113016	6	113016	1	2	3	4	5	0	0	0	0	0
113044	1	113044	2	3	4	5	6	0	0	0	0	0
